Registration Number,Name,CGPA,Projects,Internships,Courses,No_of_Certs,Certifications,LeetCode Score,Placement Status,Company Portfolio,10th Grade Percentage,12th Grade Percentage,CTC,IQ,Gender,Skills,Skill Score
20EEE0231,Jennifer Arias,9.52,5,"['System Design', 'ML/AI', 'System Design']","['ML Engineer', 'CSC Backend', 'System Design']",3,9,159,Not Placed,None,95,87,70 LPA,148,Female,"['Web Development', 'Machine Learning', 'Java']",1
20ECE0107,Jeffrey Blanchard,7.12,10,['Chip Design'],['Chip Design'],1,4,333,Not Placed,None,100,88,6 LPA,88,Male,"['Web Development', 'Data Analysis', 'Machine Learning', 'Python', 'Java']",7
20CSE0152,Mark Mathews,8.6,3,"['Software Engineer', 'ML/AI']","['CSC Frontend', 'ML Engineer', 'Chip Design']",3,9,290,Not Placed,None,88,67,60 LPA,121,Female,['Java'],7
20ECE0166,Shelby Wallace,6.4,1,['ML/AI'],"['Chip Design', 'Cloud Engineer', 'ML Engineer', 'ML Engineer']",4,6,27,Not Placed,None,95,81,50 LPA,124,Female,"['Communication', 'Web Development', 'Machine Learning', 'Data Analysis']",1
20ECE0127,Herbert Shaw,9.58,5,['Cloud Engineer'],"['VLSI', 'CSC Backend']",2,5,158,Placed,SUPER DREAM,98,93,70 LPA,108,Male,"['Web Development', 'Data Analysis']",4
20ECE0203,Kimberly Lang,9.65,2,"['Cloud Engineer', 'Hardware Engineer', 'Robotics']","['CSC Frontend', 'Chip Design']",2,7,37,Placed,SUPER DREAM,83,80,90 LPA,145,Male,"['Communication', 'Web Development', 'Java', 'C++', 'Python']",2
20ECE0140,Jessica Martinez,7.94,3,"['Hardware Engineer', 'System Design', 'UI Design']","['System Design', 'Chip Design', 'CSC Backend', 'ML Engineer']",4,6,130,Not Placed,None,95,73,80 LPA,149,Male,"['Java', 'Communication', 'Database Management', 'Python', 'Machine Learning']",3
20EEE0218,Matthew Perez DDS,9.89,10,"['Robotics', 'UI Design', 'UI Design']",['Chip Design'],1,2,223,Not Placed,None,67,60,10 LPA,83,Male,"['Java', 'Communication', 'Machine Learning', 'Web Development']",7
20CSE0013,Cory Shaw,7.64,1,"['Robotics', 'UI Design']","['Cloud Engineer', 'System Design', 'VLSI']",3,0,114,Placed,REGULAR,75,88,30 LPA,140,Female,"['C++', 'Web Development', 'Machine Learning', 'Java', 'Data Analysis']",10
20CSE0326,Bonnie Herman,7.85,10,"['ML/AI', 'Business Management', 'ML/AI']",['Chip Design'],1,7,293,Not Placed,None,68,69,10 LPA,81,Male,"['Java', 'Database Management', 'Python', 'Communication']",8
20EEE0075,Jared Stone,6.27,8,"['ML Engineer', 'Cloud Engineer', 'Cloud Engineer']","['Chip Design', 'Chip Design', 'ML Engineer', 'ML Engineer']",4,2,34,Placed,SUPER DREAM,78,95,10 LPA,132,Male,"['Database Management', 'Java', 'Web Development', 'Communication', 'Machine Learning']",5
20EEE0283,Angela Leonard,9.09,5,"['Hardware Engineer', 'Hardware Engineer']","['VLSI', 'ML Engineer', 'ML Engineer', 'System Design']",4,0,242,Not Placed,None,81,99,60 LPA,150,Female,"['Machine Learning', 'Data Analysis', 'Python', 'Web Development']",9
20CSE0195,Peter Mills,9.73,10,"['Cloud Engineer', 'System Design', 'UI Design']","['System Design', 'System Design', 'Cloud Engineer']",3,2,175,Placed,DREAM,74,93,60 LPA,114,Female,"['C++', 'Python', 'Java', 'Web Development', 'Machine Learning']",4
20EEE0243,Megan Payne,6.65,6,['Business Management'],['Cloud Engineer'],1,8,399,Placed,DREAM,69,83,50 LPA,114,Female,"['Data Analysis', 'Web Development', 'Java', 'C++', 'Communication']",2
20EEE0185,Clayton Moreno,9.03,7,"['ML Engineer', 'System Design']","['System Design', 'System Design']",2,9,168,Not Placed,None,100,85,70 LPA,143,Male,"['Data Analysis', 'Communication', 'Database Management']",3
20CSE0154,Juan Brown,6.25,5,"['Business Management', 'System Design', 'UI Design']","['System Design', 'CSC Frontend']",2,6,352,Not Placed,None,77,82,8 LPA,102,Female,"['Communication', 'Data Analysis', 'Database Management']",4
20EEE0006,Tonya Schmidt,9.74,8,"['Hardware Engineer', 'Cloud Engineer', 'Chip Design']",['Chip Design'],1,2,390,Not Placed,None,83,61,70 LPA,129,Female,"['Python', 'Web Development']",6
20CSE0287,Keith Martin,8.8,10,"['Software Engineer', 'Software Engineer', 'ML Engineer']","['System Design', 'ML Engineer']",2,2,170,Not Placed,None,96,60,50 LPA,132,Female,"['Python', 'Web Development', 'Java']",9
20CSE0187,Barbara Scott,9.13,1,"['UI Design', 'Robotics', 'ML/AI']",['ML Engineer'],1,10,72,Placed,DREAM,71,96,60 LPA,87,Female,"['C++', 'Java', 'Machine Learning', 'Data Analysis']",7
20ECE0062,David Sanders,8.22,4,"['Hardware Engineer', 'Cloud Engineer', 'System Design']","['VLSI', 'System Design', 'VLSI']",3,9,317,Not Placed,None,74,67,40 LPA,150,Male,"['Python', 'Java']",4
20EEE0265,Brian Thomas,8.82,4,"['Robotics', 'ML/AI', 'UI Design']","['VLSI', 'System Design', 'CSC Frontend']",3,4,58,Not Placed,None,80,75,15 LPA,95,Female,"['Web Development', 'Java', 'Communication']",4
20EEE0076,Jesse Burgess,7.81,7,"['ML Engineer', 'System Design']",['Chip Design'],1,4,474,Not Placed,None,60,69,8 LPA,96,Male,"['C++', 'Web Development', 'Database Management', 'Machine Learning']",6
20EEE0246,Johnny Dunn,8.39,2,"['Chip Design', 'ML Engineer', 'Chip Design']","['ML Engineer', 'Cloud Engineer', 'CSC Backend']",3,6,32,Placed,SUPER DREAM,83,96,70 LPA,112,Male,"['Machine Learning', 'Python', 'Web Development']",3
20EEE0122,Jonathan Martinez,9.34,5,"['Business Management', 'System Design']",['CSC Backend'],1,8,182,Not Placed,None,69,84,80 LPA,126,Male,"['Communication', 'C++']",5
20ECE0081,Christina Casey,9.94,3,"['Chip Design', 'UI Design']","['System Design', 'CSC Backend']",2,3,439,Placed,REGULAR,97,86,80 LPA,120,Male,"['Web Development', 'Java', 'Machine Learning', 'C++']",4
20EEE0091,Laurie Baker,6.28,6,"['ML/AI', 'Hardware Engineer', 'Software Engineer']","['Cloud Engineer', 'Cloud Engineer', 'CSC Frontend', 'VLSI']",4,4,186,Placed,REGULAR,61,65,20 LPA,111,Female,"['Communication', 'Data Analysis']",4
20CSE0070,Sarah Alvarez,6.91,7,"['Software Engineer', 'Robotics']","['Chip Design', 'Cloud Engineer', 'CSC Backend']",3,4,242,Not Placed,None,73,77,6 LPA,115,Male,"['Database Management', 'Web Development', 'C++']",7
20EEE0314,Christopher Bean,9.24,4,['Robotics'],"['CSC Backend', 'Chip Design', 'CSC Backend', 'CSC Backend']",4,2,246,Not Placed,None,77,62,6 LPA,141,Male,"['Web Development', 'Java', 'Data Analysis', 'Database Management', 'C++']",3
20ECE0251,Stephanie Rogers,6.63,1,['Cloud Engineer'],"['CSC Frontend', 'System Design', 'ML Engineer', 'VLSI']",4,2,234,Placed,SUPER DREAM,77,77,6 LPA,128,Female,"['Machine Learning', 'Database Management', 'Data Analysis']",8
20EEE0007,Mark Cordova,9.12,10,"['Robotics', 'System Design', 'Hardware Engineer']",['Chip Design'],1,0,16,Not Placed,None,91,69,40 LPA,85,Female,"['Communication', 'Data Analysis', 'Python', 'C++', 'Database Management']",6
20ECE0196,Michael Diaz,9.02,10,"['Software Engineer', 'Cloud Engineer', 'Cloud Engineer']","['System Design', 'System Design']",2,5,102,Placed,REGULAR,92,74,10 LPA,118,Male,"['Data Analysis', 'Communication', 'Web Development', 'Java']",4
20EEE0100,Kelsey Schultz,8.77,1,['ML/AI'],['VLSI'],1,8,324,Not Placed,None,96,67,60 LPA,145,Female,['Machine Learning'],5
20CSE0159,Terrance Bennett,6.91,10,['Cloud Engineer'],"['CSC Backend', 'CSC Frontend', 'System Design', 'CSC Frontend']",4,6,364,Not Placed,None,67,68,40 LPA,102,Female,"['Database Management', 'Machine Learning']",8
20CSE0329,Glenn Wilson,7.0,2,"['UI Design', 'Robotics']","['ML Engineer', 'CSC Frontend', 'VLSI']",3,3,326,Placed,SUPER DREAM,85,81,4 LPA,136,Female,"['Web Development', 'C++']",5
20EEE0070,Nicole Shields,9.32,3,"['ML/AI', 'Software Engineer', 'Software Engineer']","['CSC Backend', 'VLSI', 'VLSI']",3,6,261,Not Placed,None,95,67,40 LPA,86,Male,"['Communication', 'Database Management', 'Java', 'Data Analysis', 'Web Development']",5
20CSE0266,Janice Mendoza,8.95,5,"['Business Management', 'Hardware Engineer']","['CSC Frontend', 'CSC Frontend', 'CSC Backend']",3,10,217,Not Placed,None,94,61,40 LPA,100,Male,"['Database Management', 'Communication', 'Java', 'Web Development', 'Data Analysis']",7
20CSE0057,Diana Austin,6.2,10,['Chip Design'],"['VLSI', 'VLSI', 'Cloud Engineer', 'Cloud Engineer']",4,8,74,Not Placed,None,83,82,10 LPA,103,Male,"['Communication', 'Database Management', 'Data Analysis', 'C++', 'Java']",3
20CSE0245,Jasmine Murphy,6.08,7,"['Robotics', 'Chip Design']","['VLSI', 'Cloud Engineer']",2,4,388,Placed,DREAM,85,86,70 LPA,102,Male,"['Data Analysis', 'Database Management', 'Java']",7
20ECE0101,Eric Olsen,7.1,5,['ML Engineer'],['VLSI'],1,5,399,Placed,SUPER DREAM,66,88,4 LPA,145,Female,"['Java', 'C++', 'Database Management', 'Web Development']",4
20ECE0296,Phillip Coleman,6.11,5,['ML Engineer'],"['CSC Backend', 'Cloud Engineer']",2,7,292,Not Placed,None,67,89,60 LPA,102,Female,"['Java', 'Data Analysis', 'Machine Learning', 'Web Development']",8
20CSE0161,Joseph Norman,9.42,9,['System Design'],"['Cloud Engineer', 'ML Engineer', 'ML Engineer', 'System Design']",4,1,373,Not Placed,None,95,74,90 LPA,121,Female,"['Web Development', 'Java', 'Machine Learning', 'Python', 'C++']",9
20CSE0093,Levi Velasquez,9.25,7,['Cloud Engineer'],['CSC Frontend'],1,3,367,Not Placed,None,61,68,40 LPA,91,Female,"['C++', 'Machine Learning', 'Communication', 'Python']",4
20EEE0126,Jessica Perez,8.37,9,"['Hardware Engineer', 'Chip Design']","['System Design', 'System Design']",2,2,435,Not Placed,None,62,65,8 LPA,80,Female,"['Machine Learning', 'Web Development', 'C++']",1
20ECE0112,Janet Diaz,8.36,4,['Chip Design'],['ML Engineer'],1,0,271,Not Placed,None,75,83,1 CR LPA,137,Male,"['Machine Learning', 'Data Analysis', 'Database Management']",4
20ECE0220,Mr. Benjamin Pratt,6.12,9,"['UI Design', 'System Design']","['Cloud Engineer', 'CSC Backend', 'ML Engineer', 'CSC Backend']",4,3,500,Not Placed,None,98,90,60 LPA,84,Male,"['Communication', 'Java', 'C++']",1
20CSE0065,Christian Morgan,9.56,8,['UI Design'],['CSC Frontend'],1,7,256,Placed,SUPER DREAM,89,88,1 CR LPA,113,Male,"['Python', 'Database Management', 'Data Analysis', 'Java', 'Machine Learning']",6
20EEE0099,Mrs. Crystal Richardson PhD,6.58,7,"['Cloud Engineer', 'ML/AI', 'Robotics']",['ML Engineer'],1,7,449,Not Placed,None,99,81,80 LPA,130,Female,"['Database Management', 'Web Development', 'Machine Learning', 'Data Analysis']",9
20CSE0012,Ann Walker,8.41,6,"['System Design', 'Chip Design', 'Business Management']",['System Design'],1,8,391,Not Placed,None,71,100,80 LPA,150,Male,"['Data Analysis', 'Python', 'Web Development', 'Database Management']",7
20ECE0223,Justin Ray,7.23,6,['System Design'],['VLSI'],1,3,366,Placed,REGULAR,76,73,20 LPA,125,Male,"['Database Management', 'Communication', 'Java', 'Data Analysis']",2
20EEE0009,Katie Baker,9.18,3,"['Cloud Engineer', 'UI Design', 'Cloud Engineer']","['Chip Design', 'ML Engineer', 'Chip Design', 'ML Engineer']",4,6,157,Not Placed,None,85,98,1 CR LPA,117,Male,"['Java', 'Communication', 'Python', 'Data Analysis', 'Database Management']",7
20EEE0175,Melissa Ochoa,9.87,9,"['Software Engineer', 'Cloud Engineer', 'ML/AI']","['CSC Frontend', 'System Design', 'Chip Design']",3,6,295,Not Placed,None,75,76,1 CR LPA,119,Female,['Communication'],8
20ECE0309,Christopher Martinez,8.82,9,"['ML Engineer', 'Hardware Engineer']",['CSC Backend'],1,1,307,Not Placed,None,66,81,60 LPA,108,Male,['Python'],9
20EEE0016,Gabriela Miles,7.61,6,"['Hardware Engineer', 'Business Management', 'ML/AI']",['CSC Backend'],1,0,35,Placed,DREAM,65,69,60 LPA,99,Female,"['Java', 'Machine Learning', 'Data Analysis', 'C++', 'Communication']",8
20CSE0107,Michelle Ballard,6.32,3,['Software Engineer'],"['VLSI', 'ML Engineer', 'VLSI']",3,9,186,Not Placed,None,77,72,50 LPA,142,Male,"['C++', 'Machine Learning', 'Communication', 'Web Development']",5
20ECE0321,Angela Miller,9.25,8,"['ML/AI', 'Software Engineer', 'Software Engineer']","['Cloud Engineer', 'ML Engineer']",2,2,220,Placed,SUPER DREAM,94,81,60 LPA,121,Male,"['Machine Learning', 'Web Development']",2
20CSE0209,Jared Lucas,6.57,8,"['Robotics', 'ML Engineer', 'Chip Design']","['System Design', 'Chip Design', 'ML Engineer']",3,5,1,Not Placed,None,81,64,25 LPA,89,Male,['C++'],5
20CSE0049,Mary Myers,7.38,8,"['Cloud Engineer', 'Business Management', 'Chip Design']","['CSC Backend', 'VLSI', 'Chip Design', 'Chip Design']",4,6,139,Not Placed,None,87,83,15 LPA,118,Female,['Communication'],5
20CSE0031,Melinda Odonnell,7.27,2,"['ML/AI', 'Business Management']","['Chip Design', 'System Design']",2,8,435,Placed,REGULAR,79,91,70 LPA,114,Male,"['Web Development', 'C++']",2
20EEE0134,Deborah Trevino,9.41,7,['Software Engineer'],"['ML Engineer', 'Chip Design']",2,5,418,Not Placed,None,72,85,4 LPA,116,Female,['Python'],4
20ECE0232,Mrs. Barbara Juarez,8.14,9,['Business Management'],"['CSC Frontend', 'VLSI', 'CSC Frontend', 'System Design']",4,7,219,Placed,REGULAR,80,69,90 LPA,129,Female,"['Data Analysis', 'C++', 'Java', 'Python']",7
20CSE0294,Steven Patton,7.17,10,['ML Engineer'],"['Cloud Engineer', 'ML Engineer']",2,2,67,Placed,SUPER DREAM,90,87,60 LPA,145,Male,"['Python', 'C++']",3
20EEE0073,Lawrence Snyder,8.05,2,"['Cloud Engineer', 'Business Management']","['CSC Frontend', 'Cloud Engineer']",2,3,222,Not Placed,None,68,62,30 LPA,104,Male,"['Java', 'Python', 'C++']",2
20EEE0056,Daniel Welch,6.79,5,"['System Design', 'ML Engineer', 'Chip Design']",['Cloud Engineer'],1,4,260,Placed,DREAM,84,70,20 LPA,144,Female,['Database Management'],1
20ECE0074,John Thornton,6.71,8,"['System Design', 'ML Engineer']","['Cloud Engineer', 'System Design']",2,9,384,Placed,SUPER DREAM,82,70,70 LPA,140,Male,"['Communication', 'Database Management', 'Python', 'C++', 'Machine Learning']",4
20CSE0237,Grant Ryan,9.76,8,"['Chip Design', 'Chip Design']","['ML Engineer', 'Cloud Engineer']",2,4,246,Not Placed,None,84,69,10 LPA,131,Male,"['Python', 'Data Analysis', 'Java', 'Machine Learning', 'Web Development']",3
20CSE0233,Robert Harrison,8.39,1,"['Chip Design', 'Cloud Engineer']","['Cloud Engineer', 'ML Engineer']",2,7,194,Not Placed,None,62,93,10 LPA,110,Female,"['Data Analysis', 'C++']",9
20ECE0057,Kenneth Rogers,8.39,9,"['Software Engineer', 'Software Engineer', 'Business Management']","['System Design', 'Chip Design', 'Chip Design']",3,5,450,Not Placed,None,64,95,25 LPA,122,Female,"['Web Development', 'Database Management', 'Python', 'Machine Learning']",9
20EEE0109,Tiffany Owens,7.61,6,"['Hardware Engineer', 'ML/AI']","['ML Engineer', 'ML Engineer', 'System Design', 'System Design']",4,3,323,Not Placed,None,95,67,70 LPA,85,Female,"['Python', 'Web Development']",7
20CSE0261,Marissa Hayden,6.91,1,"['Robotics', 'Software Engineer', 'ML Engineer']","['ML Engineer', 'CSC Frontend']",2,3,216,Placed,DREAM,67,85,15 LPA,132,Female,"['Web Development', 'Communication', 'Python', 'Machine Learning', 'Data Analysis']",3
20EEE0001,William Park,7.25,2,"['Chip Design', 'System Design', 'System Design']","['ML Engineer', 'CSC Backend', 'ML Engineer']",3,5,275,Placed,SUPER DREAM,82,98,4 LPA,119,Female,"['Java', 'Machine Learning', 'Database Management', 'Communication']",4
20CSE0149,Corey Barron,6.34,7,['Cloud Engineer'],['CSC Frontend'],1,10,77,Not Placed,None,100,83,80 LPA,131,Female,"['Java', 'Python', 'Data Analysis']",7
20EEE0054,Brittany Taylor,6.69,6,"['Cloud Engineer', 'Software Engineer']","['Chip Design', 'System Design', 'CSC Frontend', 'VLSI']",4,5,116,Placed,SUPER DREAM,85,84,70 LPA,106,Female,"['Python', 'Communication', 'Database Management', 'Data Analysis']",2
20CSE0226,Renee Gonzalez,7.88,7,['ML Engineer'],"['System Design', 'Cloud Engineer']",2,7,356,Not Placed,None,60,94,25 LPA,81,Male,"['Machine Learning', 'Java', 'Web Development', 'C++', 'Python']",5
20ECE0036,Colleen Moran,6.27,9,['ML Engineer'],['Cloud Engineer'],1,4,427,Not Placed,None,69,80,60 LPA,103,Male,"['C++', 'Machine Learning']",6
20EEE0162,Neil Mcbride,7.18,9,['Robotics'],['CSC Backend'],1,4,104,Placed,DREAM,67,77,4 LPA,137,Female,"['Machine Learning', 'Web Development', 'C++', 'Database Management', 'Communication']",8
20EEE0004,Samantha Peterson,8.94,6,"['ML Engineer', 'Robotics']",['VLSI'],1,5,495,Not Placed,None,96,79,6 LPA,90,Female,"['Machine Learning', 'Communication']",9
20ECE0233,Marcus White,9.43,9,"['UI Design', 'ML/AI', 'Robotics']","['System Design', 'Chip Design', 'ML Engineer', 'Chip Design']",4,10,120,Not Placed,None,76,65,1 CR LPA,105,Female,"['Data Analysis', 'C++']",10
20EEE0288,Michael Wolfe,7.81,8,"['Hardware Engineer', 'Cloud Engineer', 'Cloud Engineer']","['System Design', 'Cloud Engineer', 'ML Engineer', 'System Design']",4,2,440,Placed,REGULAR,74,64,10 LPA,137,Male,"['Java', 'Data Analysis', 'C++', 'Python', 'Communication']",8
20CSE0067,Rachel Bennett,7.88,3,['Business Management'],"['VLSI', 'ML Engineer']",2,9,417,Placed,REGULAR,83,96,40 LPA,105,Male,['Machine Learning'],10
20CSE0026,Aaron Long,7.55,6,"['Hardware Engineer', 'ML Engineer']","['System Design', 'CSC Frontend', 'CSC Frontend', 'Chip Design']",4,7,433,Placed,REGULAR,93,88,1 CR LPA,113,Male,"['Data Analysis', 'Python', 'Web Development', 'Communication']",7
20EEE0017,Todd Charles,7.33,10,"['System Design', 'Software Engineer', 'Software Engineer']",['ML Engineer'],1,0,33,Not Placed,None,87,82,6 LPA,101,Female,"['Machine Learning', 'Web Development']",7
20EEE0223,George Moses,8.48,9,['System Design'],"['ML Engineer', 'CSC Backend', 'ML Engineer']",3,3,389,Not Placed,None,73,84,20 LPA,87,Female,"['Machine Learning', 'Communication', 'Java', 'C++', 'Data Analysis']",7
20EEE0233,Lindsay Yang DVM,6.77,5,"['Hardware Engineer', 'System Design', 'Chip Design']",['System Design'],1,2,236,Placed,SUPER DREAM,71,78,30 LPA,105,Female,"['C++', 'Web Development', 'Java']",2
20CSE0044,Brenda Friedman,7.96,5,"['UI Design', 'UI Design']","['VLSI', 'VLSI', 'CSC Frontend']",3,5,105,Placed,DREAM,69,92,10 LPA,114,Male,"['Machine Learning', 'Communication']",9
20CSE0046,Natalie Frye,9.09,1,['ML Engineer'],"['CSC Frontend', 'Chip Design', 'CSC Backend']",3,0,385,Not Placed,None,86,66,40 LPA,102,Female,"['Database Management', 'Python', 'C++']",2
20CSE0239,Jennifer Andrews,6.72,1,"['Business Management', 'UI Design', 'Robotics']","['Cloud Engineer', 'VLSI', 'ML Engineer']",3,9,20,Not Placed,None,79,69,70 LPA,84,Male,"['Data Analysis', 'Machine Learning', 'Web Development', 'Database Management']",9
20CSE0166,Vincent Burch,7.77,1,"['Chip Design', 'ML/AI', 'System Design']",['System Design'],1,6,110,Placed,REGULAR,78,63,1 CR LPA,112,Female,"['Machine Learning', 'Database Management']",8
20EEE0227,Michelle King,7.58,4,"['ML Engineer', 'ML/AI']",['Chip Design'],1,4,342,Not Placed,None,90,69,25 LPA,82,Female,['Java'],2
20CSE0111,Eric Morris,7.75,10,"['Cloud Engineer', 'Cloud Engineer']",['ML Engineer'],1,8,172,Placed,SUPER DREAM,92,85,6 LPA,99,Female,['Java'],6
20EEE0095,Jacqueline Hubbard,6.32,3,['UI Design'],"['System Design', 'CSC Backend', 'ML Engineer', 'CSC Backend']",4,8,110,Placed,SUPER DREAM,94,98,50 LPA,83,Female,['Data Analysis'],1
20ECE0001,Elizabeth Weaver MD,9.79,3,"['Hardware Engineer', 'Robotics', 'ML Engineer']",['VLSI'],1,7,17,Not Placed,None,68,91,1 CR LPA,94,Female,"['Java', 'Web Development']",1
20EEE0148,Heidi Baker,8.89,3,"['ML Engineer', 'ML Engineer']",['System Design'],1,10,23,Not Placed,None,74,93,15 LPA,149,Female,['C++'],2
20CSE0268,Karen Warner,8.63,2,"['Software Engineer', 'Hardware Engineer']","['Chip Design', 'CSC Frontend', 'VLSI']",3,6,104,Not Placed,None,61,96,50 LPA,134,Male,"['Machine Learning', 'Java']",5
20ECE0263,Sandra Hawkins DDS,6.6,4,"['Robotics', 'Robotics', 'UI Design']","['ML Engineer', 'CSC Backend', 'Cloud Engineer', 'CSC Frontend']",4,4,51,Placed,DREAM,96,70,15 LPA,80,Male,['Communication'],4
20EEE0208,Cynthia Lewis,8.99,9,['ML/AI'],"['VLSI', 'CSC Frontend', 'Cloud Engineer']",3,4,137,Not Placed,None,93,64,8 LPA,86,Female,"['Communication', 'Python', 'C++']",9
20ECE0160,Joshua Frank,7.51,10,"['ML Engineer', 'Cloud Engineer', 'System Design']","['Cloud Engineer', 'CSC Backend']",2,5,114,Placed,SUPER DREAM,80,89,40 LPA,83,Male,"['Web Development', 'Machine Learning', 'C++', 'Java', 'Communication']",7
20ECE0314,Felicia Barnett,7.75,9,"['ML/AI', 'ML Engineer']","['CSC Backend', 'VLSI', 'Cloud Engineer', 'VLSI']",4,0,282,Placed,SUPER DREAM,92,93,90 LPA,83,Male,"['Communication', 'Java', 'C++']",5
20EEE0083,Thomas Williams,7.72,7,"['Chip Design', 'UI Design']","['Chip Design', 'System Design']",2,3,111,Not Placed,None,87,99,60 LPA,90,Female,"['Communication', 'Database Management']",5
20EEE0084,Donald Johnson,6.55,10,['ML/AI'],"['Cloud Engineer', 'System Design']",2,3,127,Not Placed,None,84,65,4 LPA,144,Male,"['Web Development', 'Java']",3
